# CÂU SAI CHÍNH TẢ — sinh bằng `scripts/voice/gen-misspell.py` (đừng sửa tay phần `rule`).
# Cột: id | heard_text | source
#  • source = real : chuỗi mô hình in ra khi NGƯỜI THẬT nói (5 bản thu 2026-09-16) — bằng chứng mạnh nhất
#  • source = tts  : corpus tổng hợp trên host (aliases-proposed.tsv · bảng nghe nhầm §5)
#  • source = rule : máy sinh từ bảng lẫn âm VoicePhoneticConfusions.kt (≤ 8 dòng/nhãn, tất định)
# `id` là mã control/telemetry/macro mà câu PHẢI trỏ tới; `-` = câu cố ý KHÔNG phải lệnh.
trunk	mở cấp sau	real
trunk	ở cấp sau	real
trunk	mở góc sau	real
soc	xem bên	real
soc	biên còn bao nhiêu	real
soc	bin còn bao nhiêu	real
soc	xem phim	real
seath	bằng ghế sưởi	real
temp	mật độ hai mươi hai độ	real
win_lf	hạ kim trước trái	real
win_lf	hạ kiêng trái	real
tyre_p_fl	xe áp suất lốp trước trái	real
tyre_p_fl	sẽ áp suất lốp trước trái	real
media_pause	dần nhạc	real
ac_auto	mã máy lạnh	real
vol	mầm lượng	real
readl	bật đèn độc	real
mac_win_close_all	đóng máy kính	real
mac_win_open_all	mở máy kính giùm	real
waze	mở quây	real
waze	mở quạ	real
pm25	các bụi	tts
pm25_clean_now	đọc ngay	tts
soc	tin còn bao nhiêu	tts
soc	xem tin	tts
win_lf	mở kín trước trái	tts
media_pause	rừng nhạc	tts
seath	bật ghế sửi	tts
seath	bật ghế sữa	tts
readl	bật đèn đang đọc	tts
gmaps	mở gu gồ máp	tts
youtube	mở du túp	tts
-	hôm nay trời đẹp quá	tts
-	kể cho tôi nghe một câu chuyện	tts
-	bật abcxyz	tts
-	bật cái đó	tts
-	về chỗ nào đó	tts
-	tắt hết đèn	tts
-	xem xe	tts
-	mở cửa	tts
-	đọc ngày	tts
lock	bật khóa ma khóa	rule
lock	bật khóa muo khóa	rule
lock	bật khóa o khóa	rule
window	bật kieng cửa lái	rule
window	bật kính pua lái	rule
window	bật kính cửa da	rule
window	bật kim cửa lái	rule
window	bật kính tua lái	rule
window	bật kính cửa gai	rule
window	bật kin cửa lái	rule
window	bật kính cửa nai	rule
trunk	bật cap sau	rule
trunk	bật cốp xau	rule
trunk	bật coc sau	rule
trunk	bật cuop sau	rule
trunk	bật goc sau	rule
trunk	bật pop sau	rule
trunk	bật top sau	rule
readl	bật dang đọc	rule
readl	bật đèn dop	rule
readl	bật del đọc	rule
readl	bật đèn dot	rule
readl	bật deng đọc	rule
readl	bật đèn duoc	rule
readl	bật gien đọc	rule
readl	bật đèn gioc	rule
pm25	bật lop bụi	rule
pm25	bật lot bụi	rule
pm25	bật luoc bụi	rule
pm25	bật noc bụi	rule
seatc	bật ghế mac	rule
seatc	bật ghế nhiet	rule
temp	tăng mat độ	rule
temp	tăng nhiệt duo	rule
temp	tăng nhiec độ	rule
temp	tăng nhiệt gio	rule
temp	tăng nhiệt ro	rule
temp	tăng nhiệt vo	rule
fan	tăng do	rule
fan	tăng giuo	rule
fan	tăng vo	rule
defrost	bật xay kính	rule
defrost	bật sấy kieng	rule
defrost	bật sấy kim	rule
defrost	bật sấy kin	rule
cam	bật pamera 360	rule
cam	bật tamera 360	rule
door	bật ma khóa cửa	rule
door	bật mở khóa pua	rule
door	bật muo khóa cửa	rule
door	bật mở khóa tua	rule
door	bật o khóa cửa	rule
hood	bật pa pô	rule
hood	bật ca co	rule
hood	bật ta pô	rule
hood	bật ca puo	rule
sunroof	bật pua sổ trời	rule
sunroof	bật cửa suo trời	rule
sunroof	bật cửa sổ choi	rule
sunroof	bật tua sổ trời	rule
sunroof	bật cửa xo trời	rule
headl	bật dang pha	rule
headl	bật del pha	rule
headl	bật deng pha	rule
headl	bật gien pha	rule
headl	bật ren pha	rule
headl	bật ven pha	rule
seath	bật ghế sua	rule
seath	bật ghế sui	rule
seath	bật ghế xuoi	rule
recirc	bật nay gió trong	rule
recirc	bật lấy do trong	rule
recirc	bật lấy gió chong	rule
recirc	bật lấy giuo trong	rule
recirc	bật lấy gió tron	rule
recirc	bật lấy vo trong	rule
recirc	bật lấy gió truong	rule
drl	bật dang ban ngày	rule
drl	bật đèn bal ngày	rule
drl	bật đèn ban nay	rule
drl	bật del ban ngày	rule
drl	bật đèn bang ngày	rule
drl	bật deng ban ngày	rule
drl	bật gien ban ngày	rule
drl	bật ren ban ngày	rule
vol	tăng âm long	rule
vol	tăng âm luon	rule
vol	tăng âm nuong	rule
wiper	bật gac mưa	rule
wiper	bật rat mưa	rule
cast	bật trieu cụm	rule
cast	bật chiếu pum	rule
cast	bật chiếu tum	rule
ac_auto	bật giieu hòa auto	rule
ac_auto	bật rieu hòa auto	rule
ac_auto	bật vieu hòa auto	rule
defrost_rear	bật xay kính sau	rule
defrost_rear	bật sấy kieng sau	rule
defrost_rear	bật sấy kính xau	rule
defrost_rear	bật sấy kim sau	rule
defrost_rear	bật sấy kin sau	rule
anion	bật iol âm	rule
anion	bật iong âm	rule
steer_heat	bật sua vô lăng	rule
steer_heat	bật sưởi do lăng	rule
steer_heat	bật sưởi vô lan	rule
steer_heat	bật sui vô lăng	rule
steer_heat	bật sưởi gio lăng	rule
steer_heat	bật sưởi vô nang	rule
steer_heat	bật xuoi vô lăng	rule
steer_heat	bật sưởi vuo lăng	rule
pm25_clean_now	bật lop ngay	rule
pm25_clean_now	bật lọc nay	rule
pm25_clean_now	bật lot ngay	rule
pm25_clean_now	bật luoc ngay	rule
pm25_clean_now	bật noc ngay	rule
win_lf	mở kieng trước trái	rule
win_lf	mở kính chuoc trái	rule
win_lf	mở kính trước chai	rule
win_lf	mở kim trước trái	rule
win_lf	mở kính troc trái	rule
win_lf	mở kin trước trái	rule
win_lf	mở kính truop trái	rule
win_lf	mở kính truot trái	rule
win_rf	mở kieng trước phải	rule
win_rf	mở kính chuoc phải	rule
win_rf	mở kim trước phải	rule
win_rf	mở kính troc phải	rule
win_rf	mở kin trước phải	rule
win_rf	mở kính truop phải	rule
win_rf	mở kính truot phải	rule
win_lr	mở kieng sau trái	rule
win_lr	mở kính xau trái	rule
win_lr	mở kính sau chai	rule
win_lr	mở kim sau trái	rule
win_lr	mở kin sau trái	rule
win_rr	mở kieng sau phải	rule
win_rr	mở kính xau phải	rule
win_rr	mở kim sau phải	rule
win_rr	mở kin sau phải	rule
windows_all	mở cat cả kính	rule
windows_all	mở tất pa kính	rule
windows_all	mở tất cả kieng	rule
windows_all	mở tac cả kính	rule
windows_all	mở tất ta kính	rule
windows_all	mở tất cả kim	rule
windows_all	mở tất cả kin	rule
sunshade	mở dem che nắng	rule
sunshade	mở rèm tre nắng	rule
sunshade	mở rèm che lang	rule
sunshade	mở gem che nắng	rule
sunshade	mở rèm che nan	rule
sunshade	mở rèm che ngang	rule
child_lock	bật khóa che em	rule
seat_memory	bật nhuo ghế lái	rule
seat_memory	bật nhớ ghế da	rule
seat_memory	bật nhớ ghế gai	rule
seat_memory	bật nhớ ghế nai	rule
ambient_power	bật dang viền cabin	rule
ambient_power	bật đèn dien cabin	rule
ambient_power	bật đèn viền cabil	rule
ambient_power	bật del viền cabin	rule
ambient_power	bật đèn giien cabin	rule
ambient_power	bật đèn viền cabing	rule
ambient_power	bật deng viền cabin	rule
ambient_power	bật đèn viel cabin	rule
ambient_color	bật màu dang viền	rule
ambient_color	bật màu đèn dien	rule
ambient_color	bật màu del viền	rule
ambient_color	bật màu đèn giien	rule
ambient_color	bật màu deng viền	rule
ambient_color	bật màu đèn viel	rule
ambient_color	bật màu gien viền	rule
ambient_color	bật màu đèn vieng	rule
ambient_brightness	tăng duo sáng viền	rule
ambient_brightness	tăng độ san viền	rule
ambient_brightness	tăng độ sáng dien	rule
ambient_brightness	tăng gio sáng viền	rule
ambient_brightness	tăng độ xang viền	rule
ambient_brightness	tăng độ sáng giien	rule
ambient_brightness	tăng ro sáng viền	rule
ambient_brightness	tăng độ sáng viel	rule
ambient_music	bật dang viền theo nhạc	rule
ambient_music	bật đèn dien theo nhạc	rule
ambient_music	bật đèn viền theo nhap	rule
ambient_music	bật del viền theo nhạc	rule
ambient_music	bật đèn giien theo nhạc	rule
ambient_music	bật đèn viền theo nhat	rule
ambient_music	bật deng viền theo nhạc	rule
ambient_music	bật đèn viel theo nhạc	rule
headlight_mode	bật tre độ đèn pha	rule
headlight_mode	bật chế duo đèn pha	rule
headlight_mode	bật chế độ dang pha	rule
headlight_mode	bật chế gio đèn pha	rule
headlight_mode	bật chế độ del pha	rule
headlight_mode	bật chế ro đèn pha	rule
headlight_mode	bật chế độ deng pha	rule
headlight_mode	bật chế vo đèn pha	rule
regen_level	bật mup tái tạo	rule
regen_level	bật mức cai tạo	rule
regen_level	bật mức tái cao	rule
regen_level	bật mut tái tạo	rule
wireless_charge	bật sap không dây	rule
wireless_charge	bật sạc khon dây	rule
wireless_charge	bật sạc không giay	rule
wireless_charge	bật sat không dây	rule
wireless_charge	bật sạc khuong dây	rule
wireless_charge	bật sạc không ray	rule
wireless_charge	bật xac không dây	rule
wireless_charge	bật sạc không vay	rule
screen_rotation	bật soay màn hình	rule
screen_rotation	bật xoay mal hình	rule
screen_rotation	bật xoay mang hình	rule
camera_view	bật cop camera	rule
camera_view	bật góc pamera	rule
camera_view	bật gop camera	rule
camera_view	bật góc tamera	rule
camera_view	bật got camera	rule
camera_view	bật guoc camera	rule
camera_view	bật roc camera	rule
cluster_music	bật nhap trên cụm	rule
cluster_music	bật nhạc chen cụm	rule
cluster_music	bật nhạc trên pum	rule
cluster_music	bật nhat trên cụm	rule
cluster_music	bật nhạc trel cụm	rule
cluster_music	bật nhạc trên tum	rule
cluster_music	bật nhạc treng cụm	rule
brightness_gear	tăng duo sáng màn	rule
brightness_gear	tăng độ san màn	rule
brightness_gear	tăng độ sáng mal	rule
brightness_gear	tăng gio sáng màn	rule
brightness_gear	tăng độ xang màn	rule
brightness_gear	tăng độ sáng mang	rule
brightness_gear	tăng ro sáng màn	rule
brightness_gear	tăng vo sáng màn	rule
hud_switch	bật hud kieng lái	rule
hud_switch	bật hud kính da	rule
hud_switch	bật hud kim lái	rule
hud_switch	bật hud kính gai	rule
hud_switch	bật hud kin lái	rule
hud_switch	bật hud kính nai	rule
hud_brightness	tăng duo sáng hud	rule
hud_brightness	tăng độ san hud	rule
hud_brightness	tăng gio sáng hud	rule
hud_brightness	tăng độ xang hud	rule
hud_brightness	tăng ro sáng hud	rule
hud_brightness	tăng vo sáng hud	rule
soc	xem ben soc	rule
soc	xem pin sop	rule
soc	xem bien soc	rule
soc	xem pin sot	rule
soc	xem bin soc	rule
soc	xem pin suoc	rule
soc	xem cin soc	rule
soc	xem pin xoc	rule
ev_range_km	xem cam hoạt động ev	rule
ev_range_km	xem tầm hoac động ev	rule
ev_range_km	xem tầm hoạt don ev	rule
ev_range_km	xem tầm hoạt duong ev	rule
ev_range_km	xem tầm hoạt giong ev	rule
ev_range_km	xem tầm hoạt rong ev	rule
ev_range_km	xem tầm hoạt vong ev	rule
fuel_range_km	xem cam hoạt động xăng	rule
fuel_range_km	xem tầm hoac động xăng	rule
fuel_range_km	xem tầm hoạt don xăng	rule
fuel_range_km	xem tầm hoạt động sang	rule
fuel_range_km	xem tầm hoạt duong xăng	rule
fuel_range_km	xem tầm hoạt động xan	rule
fuel_range_km	xem tầm hoạt giong xăng	rule
fuel_range_km	xem tầm hoạt rong xăng	rule
fuel_pct	xem mup xăng	rule
fuel_pct	xem mức sang	rule
fuel_pct	xem mut xăng	rule
fuel_pct	xem mức xan	rule
odometer	xem odo cong	rule
odometer	xem odo ton	rule
odometer	xem odo tuong	rule
ev_mileage_km	xem km tray điện	rule
ev_mileage_km	xem km chạy diel	rule
ev_mileage_km	xem km chạy dieng	rule
ev_mileage_km	xem km chạy giien	rule
ev_mileage_km	xem km chạy rien	rule
ev_mileage_km	xem km chạy vien	rule
trip_km	xem quan đường chuyến	rule
trip_km	xem quãng dong chuyến	rule
trip_km	xem quãng đường chuyel	rule
trip_km	xem quãng duon chuyến	rule
trip_km	xem quãng đường chuyeng	rule
trip_km	xem quãng giuong chuyến	rule
trip_km	xem quãng đường truyen	rule
trip_km	xem quãng ruong chuyến	rule
trip_hours	xem thời dan chuyến	rule
trip_hours	xem thời gian chuyel	rule
trip_hours	xem thời gial chuyến	rule
trip_hours	xem thời gian chuyeng	rule
trip_hours	xem thời giang chuyến	rule
trip_hours	xem thời gian truyen	rule
trip_hours	xem thời van chuyến	rule
trip_kwh	xem diel tiêu thụ chuyến	rule
trip_kwh	xem điện cieu thụ chuyến	rule
trip_kwh	xem điện tiêu thụ chuyel	rule
trip_kwh	xem dieng tiêu thụ chuyến	rule
trip_kwh	xem điện tiêu thụ chuyeng	rule
trip_kwh	xem giien tiêu thụ chuyến	rule
trip_kwh	xem điện tiêu thụ truyen	rule
trip_kwh	xem rien tiêu thụ chuyến	rule
consumption_50km	xem cieu thụ 50km	rule
motor_power	xem con suất mô tơ	rule
motor_power	xem công suac mô tơ	rule
motor_power	xem công suất ma tơ	rule
motor_power	xem công suất mô co	rule
motor_power	xem cuong suất mô tơ	rule
motor_power	xem công xuat mô tơ	rule
motor_power	xem công suất muo tơ	rule
motor_power	xem công suất mô tuo	rule
batt_temp	xem mat độ pin	rule
batt_temp	xem nhiệt duo pin	rule
batt_temp	xem nhiệt độ ben	rule
batt_temp	xem nhiec độ pin	rule
batt_temp	xem nhiệt gio pin	rule
batt_temp	xem nhiệt độ bien	rule
batt_temp	xem nhiệt ro pin	rule
batt_temp	xem nhiệt độ bin	rule
cell_temp_high	xem mat cell cao	rule
