# CORPUS CÂU NÓI — sinh bằng `scripts/voice/gen-variants.py` (đừng sửa tay: sửa data/*.tsv).
# Cột: id | intent_kind | region | style | text
lock	control_toggle	chung	ngan	bật khoá
lock	control_toggle	chung	ngan	tắt khoá xe
lock	control_toggle	bac	ngan	bật khoá cửa lên
lock	control_toggle	bac	ngan	mở chốt cửa
lock	control_toggle	nam	than_mat	tắt khoá cửa xe đi
lock	control_toggle	nam	than_mat	bật khoá giùm
lock	control_toggle	nam	than_mat	tắt khoá xe dùm cái
lock	control_toggle	bac	lich_su	làm ơn bật khoá cửa
lock	control_toggle	bac	lich_su	bật chốt cửa hộ tôi
lock	control_toggle	nam	than_mat	ê Kachi bật khoá cửa xe
lock	control_toggle	chung	than_mat	ê Kachi tắt khoá đi
lock	control_toggle	chung	dai	cho tôi bật khoá xe nhé
lock	control_toggle	chung	dai	tắt khoá cửa giúp mình nhé
lock	control_toggle	bac	dai	bật giùm tôi cái chốt cửa
lock	control_toggle	nam	than_mat	bật cái khoá cửa xe đi
lock	control_toggle	trung	than_mat	bật khoá hí
lock	control_toggle	chung	ngan	đóng khoá xe
lock	control_toggle	chung	dai	mở khoá cửa lên giúp mình
lock	control_toggle	chung	ngan	bật khoá xe
lock	control_toggle	chung	ngan	tắt khoá cửa
window	control_toggle	chung	ngan	bật kính cửa lái
window	control_toggle	chung	ngan	tắt kính lái
window	control_toggle	nam	ngan	bật kiếng lái lên
window	control_toggle	chung	ngan	mở kính tài xế
window	control_toggle	bac	than_mat	tắt cửa sổ lái đi
window	control_toggle	nam	than_mat	bật kính cửa lái giùm
window	control_toggle	nam	than_mat	tắt kính lái dùm cái
window	control_toggle	nam	lich_su	làm ơn bật kiếng lái
window	control_toggle	bac	lich_su	bật kính tài xế hộ tôi
window	control_toggle	bac	than_mat	ê Kachi bật cửa sổ lái
window	control_toggle	chung	than_mat	ê Kachi tắt kính cửa lái đi
window	control_toggle	chung	dai	cho tôi bật kính lái nhé
window	control_toggle	nam	dai	tắt kiếng lái giúp mình nhé
window	control_toggle	nam	dai	bật giùm tôi cái kính tài xế
window	control_toggle	bac	than_mat	bật cái cửa sổ lái đi
window	control_toggle	trung	than_mat	bật kính cửa lái hí
window	control_toggle	chung	ngan	đóng kính lái
window	control_toggle	nam	dai	mở kiếng lái lên giúp mình
window	control_toggle	chung	ngan	bật kính lái
window	control_toggle	nam	ngan	tắt kiếng lái
trunk	control_toggle	chung	ngan	bật cốp sau
trunk	control_toggle	chung	ngan	tắt cốp
trunk	control_toggle	bac	ngan	bật cốp xe lên
trunk	control_toggle	nam	ngan	mở cửa hậu
trunk	control_toggle	nam	than_mat	tắt thùng sau đi
trunk	control_toggle	nam	than_mat	bật cốp sau giùm
trunk	control_toggle	nam	than_mat	tắt cốp dùm cái
trunk	control_toggle	bac	lich_su	làm ơn bật cốp xe
trunk	control_toggle	nam	lich_su	bật cửa hậu hộ tôi
trunk	control_toggle	nam	than_mat	ê Kachi bật thùng sau
trunk	control_toggle	chung	than_mat	ê Kachi tắt cốp sau đi
trunk	control_toggle	chung	dai	cho tôi bật cốp nhé
trunk	control_toggle	chung	dai	tắt cốp xe giúp mình nhé
trunk	control_toggle	nam	dai	bật giùm tôi cái cửa hậu
trunk	control_toggle	nam	than_mat	bật cái thùng sau đi
trunk	control_toggle	trung	than_mat	bật cốp sau hí
trunk	control_toggle	chung	ngan	đóng cốp
trunk	control_toggle	chung	dai	mở cốp xe lên giúp mình
trunk	control_toggle	chung	ngan	bật cốp
trunk	control_toggle	chung	ngan	tắt cốp xe
readl	control_toggle	chung	ngan	bật đèn đọc
readl	control_toggle	chung	ngan	tắt đèn đọc sách
readl	control_toggle	bac	ngan	bật đèn trần lên
readl	control_toggle	chung	ngan	mở đèn trong xe
readl	control_toggle	nam	than_mat	tắt đèn nóc đi
readl	control_toggle	nam	than_mat	bật đèn đọc giùm
readl	control_toggle	nam	than_mat	tắt đèn đọc sách dùm cái
readl	control_toggle	bac	lich_su	làm ơn bật đèn trần
readl	control_toggle	bac	lich_su	bật đèn trong xe hộ tôi
readl	control_toggle	nam	than_mat	ê Kachi bật đèn nóc
readl	control_toggle	chung	than_mat	ê Kachi tắt đèn đọc đi
readl	control_toggle	chung	dai	cho tôi bật đèn đọc sách nhé
readl	control_toggle	bac	dai	tắt đèn trần giúp mình nhé
readl	control_toggle	nam	dai	bật giùm tôi cái đèn trong xe
readl	control_toggle	nam	than_mat	bật cái đèn nóc đi
readl	control_toggle	trung	than_mat	bật đèn đọc hí
readl	control_toggle	chung	ngan	đóng đèn đọc sách
readl	control_toggle	bac	dai	mở đèn trần lên giúp mình
readl	control_toggle	chung	ngan	bật đèn đọc sách
readl	control_toggle	bac	ngan	tắt đèn trần
pm25	control_toggle	chung	ngan	bật lọc bụi
pm25	control_toggle	chung	ngan	tắt lọc không khí
pm25	control_toggle	bac	ngan	bật lọc bụi mịn lên
pm25	control_toggle	nam	ngan	mở máy lọc không khí
pm25	control_toggle	bac	than_mat	tắt lọc gió cabin đi
pm25	control_toggle	nam	than_mat	bật lọc bụi giùm
pm25	control_toggle	nam	than_mat	tắt lọc không khí dùm cái
pm25	control_toggle	bac	lich_su	làm ơn bật lọc bụi mịn
pm25	control_toggle	nam	lich_su	bật máy lọc không khí hộ tôi
pm25	control_toggle	bac	than_mat	ê Kachi bật lọc gió cabin
pm25	control_toggle	chung	than_mat	ê Kachi tắt lọc bụi đi
pm25	control_toggle	chung	dai	cho tôi bật lọc không khí nhé
pm25	control_toggle	chung	dai	tắt lọc bụi mịn giúp mình nhé
pm25	control_toggle	nam	dai	bật giùm tôi cái máy lọc không khí
pm25	control_toggle	bac	than_mat	bật cái lọc gió cabin đi
pm25	control_toggle	trung	than_mat	bật lọc bụi hí
pm25	control_toggle	chung	ngan	đóng lọc không khí
pm25	control_toggle	chung	dai	mở lọc bụi mịn lên giúp mình
pm25	control_toggle	chung	ngan	bật lọc không khí
pm25	control_toggle	chung	ngan	tắt lọc bụi mịn
seatc	control_toggle	chung	ngan	bật ghế mát
seatc	control_toggle	chung	ngan	tắt làm mát ghế
seatc	control_toggle	bac	ngan	bật thông gió ghế lên
seatc	control_toggle	nam	ngan	mở quạt ghế
seatc	control_toggle	bac	than_mat	tắt ghế thoáng đi
seatc	control_toggle	nam	than_mat	bật ghế mát giùm
seatc	control_toggle	nam	than_mat	tắt làm mát ghế dùm cái
seatc	control_toggle	bac	lich_su	làm ơn bật thông gió ghế
seatc	control_toggle	nam	lich_su	bật quạt ghế hộ tôi
seatc	control_toggle	bac	than_mat	ê Kachi bật ghế thoáng
seatc	control_toggle	chung	than_mat	ê Kachi tắt ghế mát đi
seatc	control_toggle	chung	dai	cho tôi bật làm mát ghế nhé
seatc	control_toggle	chung	dai	tắt thông gió ghế giúp mình nhé
seatc	control_toggle	nam	dai	bật giùm tôi cái quạt ghế
seatc	control_toggle	bac	than_mat	bật cái ghế thoáng đi
seatc	control_toggle	trung	than_mat	bật ghế mát hí
seatc	control_toggle	chung	ngan	đóng làm mát ghế
seatc	control_toggle	chung	dai	mở thông gió ghế lên giúp mình
seatc	control_toggle	chung	ngan	bật làm mát ghế
seatc	control_toggle	chung	ngan	tắt thông gió ghế
temp	control_step	chung	ngan	tăng nhiệt độ
temp	control_step	bac	ngan	giảm nhiệt độ điều hoà
temp	control_step	nam	than_mat	tăng nhiệt độ máy lạnh lên
temp	control_step	nam	than_mat	giảm độ lạnh xuống
temp	control_step	bac	ngan	tăng nhiệt độ trong xe một nấc
temp	control_step	nam	than_mat	giảm nhiệt độ giùm
temp	control_step	bac	than_mat	tăng nhiệt độ điều hoà dùm cái
temp	control_step	nam	lich_su	làm ơn tăng nhiệt độ máy lạnh
temp	control_step	nam	lich_su	giảm độ lạnh hộ tôi
temp	control_step	chung	than_mat	ê Kachi tăng nhiệt độ trong xe
temp	control_step	chung	dai	cho nhiệt độ lên một chút
temp	control_step	bac	dai	hạ nhiệt độ điều hoà xuống một chút nhé
temp	control_step	nam	than_mat	tăng nhiệt độ máy lạnh chút hí
temp	control_step	nam	so_lieu	đặt độ lạnh hai mươi bốn độ
temp	control_step	nam	so_lieu	đặt độ lạnh hai bốn độ
temp	control_step	nam	so_lieu	đặt độ lạnh hai mươi hai độ
temp	control_step	nam	so_lieu	đặt độ lạnh mười tám độ
temp	control_step	nam	so_lieu	đặt độ lạnh 24 độ
temp	control_step	nam	so_lieu	đặt độ lạnh 22 độ
temp	control_step	chung	so_lieu	nhiệt độ trong xe hai mươi bốn độ
fan	control_step	chung	ngan	tăng gió
fan	control_step	chung	ngan	giảm quạt gió
fan	control_step	chung	than_mat	tăng mức gió lên
fan	control_step	chung	than_mat	giảm tốc độ quạt xuống
fan	control_step	bac	ngan	tăng sức gió một nấc
fan	control_step	nam	than_mat	giảm gió giùm
fan	control_step	nam	than_mat	tăng quạt gió dùm cái
fan	control_step	bac	lich_su	làm ơn tăng mức gió
fan	control_step	bac	lich_su	giảm tốc độ quạt hộ tôi
fan	control_step	bac	than_mat	ê Kachi tăng sức gió
fan	control_step	chung	dai	cho gió lên một chút
fan	control_step	chung	dai	hạ quạt gió xuống một chút nhé
fan	control_step	trung	than_mat	tăng mức gió chút hí
fan	control_step	chung	so_lieu	đặt tốc độ quạt mức ba
fan	control_step	chung	so_lieu	đặt tốc độ quạt số bốn
fan	control_step	chung	so_lieu	đặt tốc độ quạt mức 3
fan	control_step	bac	so_lieu	sức gió mức ba
fan	control_step	bac	so_lieu	sức gió số bốn
fan	control_step	bac	so_lieu	sức gió mức 3
fan	control_step	chung	so_lieu	chỉnh gió về mức ba
defrost	control_toggle	chung	ngan	bật sấy kính
defrost	control_toggle	chung	ngan	tắt sấy kính trước
defrost	control_toggle	nam	ngan	bật sấy kiếng lên
defrost	control_toggle	chung	ngan	mở xả băng
defrost	control_toggle	chung	than_mat	tắt sấy kính đi
defrost	control_toggle	nam	than_mat	bật sấy kính trước giùm
defrost	control_toggle	nam	than_mat	tắt sấy kiếng dùm cái
defrost	control_toggle	bac	lich_su	làm ơn bật xả băng
defrost	control_toggle	bac	lich_su	bật sấy kính hộ tôi
defrost	control_toggle	chung	than_mat	ê Kachi bật sấy kính trước
defrost	control_toggle	nam	than_mat	ê Kachi tắt sấy kiếng đi
defrost	control_toggle	chung	dai	cho tôi bật xả băng nhé
defrost	control_toggle	chung	dai	tắt sấy kính giúp mình nhé
defrost	control_toggle	nam	dai	bật giùm tôi cái sấy kính trước
defrost	control_toggle	nam	than_mat	bật cái sấy kiếng đi
defrost	control_toggle	trung	than_mat	bật xả băng hí
defrost	control_toggle	chung	ngan	đóng sấy kính
defrost	control_toggle	chung	dai	mở sấy kính trước lên giúp mình
defrost	control_toggle	chung	ngan	bật sấy kính trước
defrost	control_toggle	nam	ngan	tắt sấy kiếng
cam	control_toggle	chung	ngan	bật camera
cam	control_toggle	chung	ngan	tắt camera quanh xe
cam	control_toggle	nam	ngan	bật cam ba sáu mươi lên
cam	control_toggle	chung	ngan	mở camera
cam	control_toggle	chung	than_mat	tắt camera quanh xe đi
cam	control_toggle	nam	than_mat	bật cam ba sáu mươi giùm
cam	control_toggle	nam	than_mat	tắt camera dùm cái
cam	control_toggle	bac	lich_su	làm ơn bật camera quanh xe
cam	control_toggle	nam	lich_su	bật cam ba sáu mươi hộ tôi
cam	control_toggle	chung	than_mat	ê Kachi bật camera
cam	control_toggle	chung	than_mat	ê Kachi tắt camera quanh xe đi
cam	control_toggle	nam	dai	cho tôi bật cam ba sáu mươi nhé
cam	control_toggle	chung	dai	tắt camera giúp mình nhé
cam	control_toggle	nam	dai	bật giùm tôi cái camera quanh xe
cam	control_toggle	nam	than_mat	bật cái cam ba sáu mươi đi
cam	control_toggle	trung	than_mat	bật camera hí
cam	control_toggle	chung	ngan	đóng camera quanh xe
cam	control_toggle	nam	dai	mở cam ba sáu mươi lên giúp mình
cam	control_toggle	chung	ngan	bật camera quanh xe
cam	control_toggle	nam	ngan	tắt cam ba sáu mươi
door	control_button	chung	ngan	mở khoá cửa
door	control_button	chung	than_mat	mở khoá xe đi
door	control_button	nam	ngan	bấm mở cửa xe
door	control_button	bac	ngan	chạy mở chốt cửa
door	control_button	nam	than_mat	mở khoá xe giùm
door	control_button	nam	than_mat	mở cửa xe dùm cái
door	control_button	bac	lich_su	làm ơn mở chốt cửa
door	control_button	bac	lich_su	mở khoá cửa hộ tôi
door	control_button	chung	than_mat	ê Kachi mở khoá xe
door	control_button	nam	dai	cho tôi mở cửa xe nhé
door	control_button	bac	dai	mở chốt cửa giúp mình với
door	control_button	trung	than_mat	mở khoá cửa hí
door	control_button	chung	ngan	mở khoá xe
door	control_button	nam	than_mat	mở cửa xe đi
door	control_button	bac	ngan	bấm mở chốt cửa
door	control_button	chung	ngan	chạy mở khoá cửa
door	control_button	nam	than_mat	mở cửa xe giùm
door	control_button	bac	than_mat	mở chốt cửa dùm cái
door	control_button	bac	lich_su	làm ơn mở khoá cửa
door	control_button	bac	lich_su	mở khoá xe hộ tôi
hood	control_toggle	chung	ngan	bật ca pô
hood	control_toggle	chung	ngan	tắt nắp ca pô
hood	control_toggle	nam	ngan	bật nắp máy lên
hood	control_toggle	chung	ngan	mở ca pô
hood	control_toggle	chung	than_mat	tắt nắp ca pô đi
hood	control_toggle	nam	than_mat	bật nắp máy giùm
hood	control_toggle	nam	than_mat	tắt ca pô dùm cái
hood	control_toggle	bac	lich_su	làm ơn bật nắp ca pô
hood	control_toggle	nam	lich_su	bật nắp máy hộ tôi
hood	control_toggle	chung	than_mat	ê Kachi bật ca pô
hood	control_toggle	chung	than_mat	ê Kachi tắt nắp ca pô đi
hood	control_toggle	nam	dai	cho tôi bật nắp máy nhé
hood	control_toggle	chung	dai	tắt ca pô giúp mình nhé
hood	control_toggle	nam	dai	bật giùm tôi cái nắp ca pô
hood	control_toggle	nam	than_mat	bật cái nắp máy đi
hood	control_toggle	trung	than_mat	bật ca pô hí
hood	control_toggle	chung	ngan	đóng nắp ca pô
hood	control_toggle	nam	dai	mở nắp máy lên giúp mình
hood	control_toggle	chung	ngan	bật nắp ca pô
hood	control_toggle	nam	ngan	tắt nắp máy
sunroof	control_toggle	chung	ngan	bật cửa sổ trời
sunroof	control_toggle	chung	ngan	tắt cửa nóc
sunroof	control_toggle	nam	ngan	bật nóc xe lên
sunroof	control_toggle	chung	ngan	mở cửa sổ trời
sunroof	control_toggle	chung	than_mat	tắt cửa nóc đi
sunroof	control_toggle	nam	than_mat	bật nóc xe giùm
sunroof	control_toggle	nam	than_mat	tắt cửa sổ trời dùm cái
sunroof	control_toggle	bac	lich_su	làm ơn bật cửa nóc
sunroof	control_toggle	nam	lich_su	bật nóc xe hộ tôi
sunroof	control_toggle	chung	than_mat	ê Kachi bật cửa sổ trời
sunroof	control_toggle	chung	than_mat	ê Kachi tắt cửa nóc đi
sunroof	control_toggle	nam	dai	cho tôi bật nóc xe nhé
sunroof	control_toggle	chung	dai	tắt cửa sổ trời giúp mình nhé
sunroof	control_toggle	nam	dai	bật giùm tôi cái cửa nóc
sunroof	control_toggle	nam	than_mat	bật cái nóc xe đi
sunroof	control_toggle	trung	than_mat	bật cửa sổ trời hí
sunroof	control_toggle	chung	ngan	đóng cửa nóc
sunroof	control_toggle	nam	dai	mở nóc xe lên giúp mình
sunroof	control_toggle	chung	ngan	bật cửa nóc
sunroof	control_toggle	nam	ngan	tắt nóc xe
headl	control_toggle	chung	ngan	bật đèn pha
headl	control_toggle	chung	ngan	tắt đèn chiếu xa
headl	control_toggle	nam	ngan	bật đèn cốt pha lên
headl	control_toggle	chung	ngan	mở đèn pha
headl	control_toggle	chung	than_mat	tắt đèn chiếu xa đi
headl	control_toggle	nam	than_mat	bật đèn cốt pha giùm
headl	control_toggle	nam	than_mat	tắt đèn pha dùm cái
headl	control_toggle	bac	lich_su	làm ơn bật đèn chiếu xa
headl	control_toggle	nam	lich_su	bật đèn cốt pha hộ tôi
headl	control_toggle	chung	than_mat	ê Kachi bật đèn pha
headl	control_toggle	chung	than_mat	ê Kachi tắt đèn chiếu xa đi
headl	control_toggle	nam	dai	cho tôi bật đèn cốt pha nhé
headl	control_toggle	chung	dai	tắt đèn pha giúp mình nhé
headl	control_toggle	nam	dai	bật giùm tôi cái đèn chiếu xa
headl	control_toggle	nam	than_mat	bật cái đèn cốt pha đi
headl	control_toggle	trung	than_mat	bật đèn pha hí
headl	control_toggle	chung	ngan	đóng đèn chiếu xa
headl	control_toggle	nam	dai	mở đèn cốt pha lên giúp mình
headl	control_toggle	chung	ngan	bật đèn chiếu xa
headl	control_toggle	nam	ngan	tắt đèn cốt pha
seath	control_toggle	chung	ngan	bật ghế sưởi
seath	control_toggle	chung	ngan	tắt sưởi ghế
seath	control_toggle	nam	ngan	bật ghế nóng lên
seath	control_toggle	bac	ngan	mở ghế ấm
seath	control_toggle	chung	than_mat	tắt ghế sưởi đi
seath	control_toggle	nam	than_mat	bật sưởi ghế giùm
seath	control_toggle	nam	than_mat	tắt ghế nóng dùm cái
seath	control_toggle	bac	lich_su	làm ơn bật ghế ấm
seath	control_toggle	bac	lich_su	bật ghế sưởi hộ tôi
seath	control_toggle	chung	than_mat	ê Kachi bật sưởi ghế
seath	control_toggle	nam	than_mat	ê Kachi tắt ghế nóng đi
seath	control_toggle	bac	dai	cho tôi bật ghế ấm nhé
seath	control_toggle	chung	dai	tắt ghế sưởi giúp mình nhé
seath	control_toggle	nam	dai	bật giùm tôi cái sưởi ghế
seath	control_toggle	nam	than_mat	bật cái ghế nóng đi
seath	control_toggle	bac	than_mat	bật ghế ấm hí
seath	control_toggle	chung	ngan	đóng ghế sưởi
seath	control_toggle	chung	dai	mở sưởi ghế lên giúp mình
seath	control_toggle	chung	ngan	bật sưởi ghế
seath	control_toggle	nam	ngan	tắt ghế nóng
recirc	control_toggle	chung	ngan	bật lấy gió trong
recirc	control_toggle	chung	ngan	tắt gió trong
